"Player","Team","Position","Type","Team","Pr","Grp/Max","Date (PST)","Gameweek"
"Tariq Lamptey","BHA","D","Claim","mg","1","1/99","Fri Feb 16, 2024, 10:46PM","25"
"Albert Sambi Lokonga","ARS/LUT","M","Drop","mg","","","Fri Feb 16, 2024, 10:46PM","25"
"Thomas Kaminski","LUT","G","Claim","sean","","","Fri Feb 16, 2024, 9:26PM","25"
"Emerson","WHU","D","Drop","sean","","","Fri Feb 16, 2024, 9:26PM","25"
"Joachim Andersen","CRY","D","Claim","md","","","Fri Feb 16, 2024, 8:24PM","25"
"Oscar Bobb","MCI","M","Drop","md","","","Fri Feb 16, 2024, 8:24PM","25"
"Caoimhin Kelleher","LIV","G","Claim","tj","","","Fri Feb 16, 2024, 10:50AM","25"
"Harvey Barnes","NEW","M","Drop","tj","","","Fri Feb 16, 2024, 10:50AM","25"
"Jan-Paul van Hecke","BHA","D","Claim","sean","","","Fri Feb 16, 2024, 8:39AM","25"
"Clement Lenglet","TOT/AVL","D","Drop","sean","","","Fri Feb 16, 2024, 8:39AM","25"
"Albert Sambi Lokonga","ARS/LUT","M","Claim","mg","1","1/99","Fri Feb 16, 2024, 7:11AM","25"
"Jakub Kiwior","ARS","D","Drop","mg","","","Fri Feb 16, 2024, 7:11AM","25"
"Conor Gallagher","CHE","M","Claim","ben","","","Fri Feb 16, 2024, 7:00AM","25"
"Gustavo Hamer","SHU","M","Drop","ben","","","Fri Feb 16, 2024, 7:00AM","25"
"Craig Dawson","WOL","D","Claim","rafa","","","Thu Feb 15, 2024, 9:49PM","25"
"Marc Guehi","CRY","D","Drop","rafa","","","Thu Feb 15, 2024, 9:49PM","25"
"Jakub Kiwior","ARS","D","Claim","mg","1","1/99","Wed Feb 14, 2024, 8:58PM","25"
"Takehiro Tomiyasu","ARS","D","Drop","mg","","","Wed Feb 14, 2024, 8:58PM","25"
"Takehiro Tomiyasu","ARS","D","Claim","mg","1","1/99","Wed Feb 14, 2024, 8:20PM","25"
"Jakub Kiwior","ARS","D","Drop","mg","","","Wed Feb 14, 2024, 8:20PM","25"
"Jakub Kiwior","ARS","D","Claim","mg","1","1/99","Wed Feb 14, 2024, 8:19PM","25"
"Lucas Digne","AVL","D","Drop","mg","","","Wed Feb 14, 2024, 8:19PM","25"
"Lucas Digne","AVL","D","Claim","mg","1","1/99","Wed Feb 14, 2024, 10:11AM","25"
"Jakub Kiwior","ARS","D","Drop","mg","","","Wed Feb 14, 2024, 10:11AM","25"
"Matheus Nunes","WOL/MCI","M","Claim","ben","","","Wed Feb 14, 2024, 12:45AM","25"
"Tyrick Mitchell","CRY","D","Drop","ben","","","Wed Feb 14, 2024, 12:45AM","25"
"John Stones","MCI","D","Claim","rafa","","","Tue Feb 13, 2024, 11:08PM","25"
"Antoine Semenyo","BOU","F","Drop","rafa","","","Tue Feb 13, 2024, 11:08PM","25"
"Dele Alli","EVE","M","Claim","mg","1","1/99","Tue Feb 13, 2024, 3:54PM","25"
"John Stones","MCI","D","Drop","mg","","","Tue Feb 13, 2024, 3:36PM","25"
"John Stones","MCI","D","Claim","mg","1","1/99","Tue Feb 13, 2024, 12:23PM","25"
"Albert Sambi Lokonga","ARS/LUT","M","Drop","mg","","","Tue Feb 13, 2024, 12:23PM","25"
"Jakub Kiwior","ARS","D","Claim","mg","1","1/99","Tue Feb 13, 2024, 7:10AM","25"
"Albert Sambi Lokonga","ARS/LUT","M","Claim","mg","1","1/99","Tue Feb 13, 2024, 7:07AM","25"
"Joseph Gomez","LIV","D","Claim","tj","","","Tue Feb 13, 2024, 7:05AM","25"
"Jarell Quansah","LIV","D","Drop","tj","","","Tue Feb 13, 2024, 7:05AM","25"
"Rodrigo Muniz","FUL","F","Claim","tj","","","Tue Feb 13, 2024, 7:05AM","25"
"Noni Madueke","CHE","F","Drop","tj","","","Tue Feb 13, 2024, 7:05AM","25"
"Conor Bradley","LIV","D","Claim","vu","","","Tue Feb 13, 2024, 7:04AM","25"
"Romeo Lavia","SOU/CHE","M","Drop","vu","","","Tue Feb 13, 2024, 7:04AM","25"
"Ruben Dias","MCI","D","Claim","katabe","","","Tue Feb 13, 2024, 7:00AM","25"
"Vitaly Janelt","BRF","M","Claim","katabe","","","Tue Feb 13, 2024, 7:00AM","25"
"Neal Maupay","EVE/BRF","F","Claim","katabe","","","Tue Feb 13, 2024, 7:00AM","25"
"Nathan Ake","MCI","D","Claim","vu","","","Tue Feb 13, 2024, 7:00AM","25"
"Jean-Philippe Mateta","CRY","F","Drop","vu","","","Tue Feb 13, 2024, 7:00AM","25"
"Jordan Ayew","CRY","F","Drop","mg","","","Mon Feb 12, 2024, 5:03PM","25"
"Reece Burke","LUT","D","Drop","mg","","","Mon Feb 12, 2024, 5:02PM","25"
"Adam Wharton","CRY","M","Claim","mg","1","1/99","Mon Feb 12, 2024, 11:02AM","24"
"Noni Madueke","CHE","F","Claim","tj","","","Mon Feb 12, 2024, 11:00AM","24"
"Mykhailo Mudryk","CHE","M","Drop","tj","","","Mon Feb 12, 2024, 11:00AM","24"
"Callum Wilson","NEW","F","Drop","katabe","","","Mon Feb 12, 2024, 10:51AM","25"
"Conor Gallagher","CHE","M","Drop","katabe","","","Mon Feb 12, 2024, 10:45AM","24"
"Issa Diop","FUL","D","Drop","katabe","","","Mon Feb 12, 2024, 10:45AM","25"
"Jordan Ayew","CRY","F","Claim","mg","1","1/99","Sun Feb 11, 2024, 3:36PM","24"
"Enzo Fernandez","CHE","M","Drop","mg","","","Sun Feb 11, 2024, 10:47AM","24"
"Joachim Andersen","CRY","D","Drop","mg","","","Sun Feb 11, 2024, 10:47AM","24"
"Mykhailo Mudryk","CHE","M","Claim","tj","","","Sun Feb 11, 2024, 7:42AM","24"
"Lucas Digne","AVL","D","Drop","tj","","","Sun Feb 11, 2024, 7:42AM","24"
"Jean-Philippe Mateta","CRY","F","Claim","vu","","","Sat Feb 10, 2024, 11:31AM","24"
"Youri Tielemans","AVL","M","Drop","vu","","","Sat Feb 10, 2024, 11:31AM","24"
"Romeo Lavia","SOU/CHE","M","Claim","vu","","","Sat Feb 10, 2024, 9:16AM","24"
"Reece James","CHE","D","Drop","vu","","","Sat Feb 10, 2024, 9:16AM","24"
"Issa Diop","FUL","D","Claim","katabe","","","Sat Feb 10, 2024, 6:44AM","24"
"Tosin Adarabioyo","FUL","D","Drop","katabe","","","Sat Feb 10, 2024, 6:43AM","24"
"Rayan Ait-Nouri","WOL","D","Claim","mg","1","1/99","Sat Feb 10, 2024, 6:34AM","24"
"Jack Hinshelwood","BHA","M","Drop","mg","","","Sat Feb 10, 2024, 6:34AM","24"
"Jarell Quansah","LIV","D","Claim","tj","","","Sat Feb 10, 2024, 6:01AM","24"
"Joseph Gomez","LIV","D","Drop","tj","","","Sat Feb 10, 2024, 6:01AM","24"
"Enes Unal","MCI/BOU","F","Claim","ben","","","Fri Feb 9, 2024, 7:37PM","24"
"Gustavo Hamer","SHU","M","Claim","ben","","","Fri Feb 9, 2024, 7:31PM","24"
"Sean Longstaff","NEW","M","Claim","sean","","","Fri Feb 9, 2024, 7:18PM","24"
"Said Benrahma","WHU","M","Drop","sean","","","Fri Feb 9, 2024, 7:18PM","24"
"Nathan Collins","BRF","D","Claim","vu","","","Fri Feb 9, 2024, 6:57PM","24"
"Mads Roerslev","BRF","D","Drop","vu","","","Fri Feb 9, 2024, 6:57PM","24"
"Christian Norgaard","BRF","M","Claim","vu","","","Fri Feb 9, 2024, 7:21AM","24"
"Romeo Lavia","SOU/CHE","M","Drop","vu","","","Fri Feb 9, 2024, 7:21AM","24"
"Mads Roerslev","BRF","D","Claim","vu","","","Fri Feb 9, 2024, 7:08AM","24"
"Romelu Lukaku","CHE","F","Drop","vu","","","Fri Feb 9, 2024, 7:08AM","24"
"Romelu Lukaku","CHE","F","Claim","vu","","","Fri Feb 9, 2024, 7:06AM","24"
"Conor Bradley","LIV","D","Drop","vu","","","Fri Feb 9, 2024, 7:06AM","24"
"Mark Flekken","BRF","G","Claim","vu","","","Fri Feb 9, 2024, 7:04AM","24"
"Thomas Kaminski","LUT","G","Drop","vu","","","Fri Feb 9, 2024, 7:04AM","24"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","mg","1","1/99","Fri Feb 9, 2024, 7:00AM","24"
"Mykhailo Mudryk","CHE","M","Drop","mg","","","Fri Feb 9, 2024, 7:00AM","24"
"Harry Maguire","MUN","D","Claim","katabe","","","Tue Feb 6, 2024, 8:34AM","24"
"Mykhailo Mudryk","CHE","M","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:37AM","24"
"Ben Brereton","SHU","F","Drop","mg","","","Tue Feb 6, 2024, 7:37AM","24"
"Jack Hinshelwood","BHA","M","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:32AM","24"
"Vinicius de Souza Costa","SHU","M","Drop","mg","","","Tue Feb 6, 2024, 7:32AM","24"
"Ben Brereton","SHU","F","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:27AM","24"
"Albert Sambi Lokonga","ARS/LUT","M","Drop","mg","","","Tue Feb 6, 2024, 7:27AM","24"
"Reece Burke","LUT","D","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:22AM","24"
"Romeo Lavia","SOU/CHE","M","Claim","vu","","","Tue Feb 6, 2024, 7:21AM","24"
"Djordje Petrovic","CHE","G","Drop","vu","","","Tue Feb 6, 2024, 7:21AM","24"
"Vinicius de Souza Costa","SHU","M","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:17AM","24"
"Reece James","CHE","D","Claim","vu","","","Tue Feb 6, 2024, 7:11AM","24"
"Albert Sambi Lokonga","ARS/LUT","M","Claim","mg","1","1/99","Tue Feb 6, 2024, 7:09AM","24"
"Thomas Kaminski","LUT","G","Claim","vu","","","Tue Feb 6, 2024, 7:06AM","24"
"Craig Dawson","WOL","D","Drop","vu","","","Tue Feb 6, 2024, 7:06AM","24"
"Frank Onyeka","BRF","M","Drop","ben","","","Tue Feb 6, 2024, 7:05AM","24"
"Rico Henry","BRF","D","Drop","ben","","","Tue Feb 6, 2024, 7:04AM","24"
"Jordan Ayew","CRY","F","Drop","mg","","","Tue Feb 6, 2024, 7:03AM","24"
"Youri Tielemans","AVL","M","Claim","vu","","","Tue Feb 6, 2024, 7:03AM","24"
"Joseph Gomez","LIV","D","Claim","tj","","","Tue Feb 6, 2024, 7:03AM","24"
"Cody Gakpo","LIV","F","Drop","tj","","","Tue Feb 6, 2024, 7:03AM","24"
"Conor Bradley","LIV","D","Claim","vu","","","Tue Feb 6, 2024, 7:03AM","24"
"Jacob Murphy","NEW","M","Drop","mg","","","Tue Feb 6, 2024, 7:03AM","24"
"Bobby De Cordova-Reid","FUL","F","Drop","mg","","","Tue Feb 6, 2024, 7:03AM","24"
"Gabriel Osho","LUT","D","Claim","vu","","","Tue Feb 6, 2024, 7:03AM","24"
"Amari'i Bell","LUT","D","Claim","katabe","","","Tue Feb 6, 2024, 7:00AM","24"
"Tosin Adarabioyo","FUL","D","Claim","katabe","","","Tue Feb 6, 2024, 7:00AM","24"
"Vladimir Coufal","WHU","D","Claim","md","","","Tue Feb 6, 2024, 7:00AM","24"
"Dara O'Shea","BUR","D","Drop","md","","","Tue Feb 6, 2024, 7:00AM","24"
"Harvey Barnes","NEW","M","Claim","tj","","","Tue Feb 6, 2024, 7:00AM","24"
"Armando Broja","CHE/FUL","F","Drop","tj","","","Tue Feb 6, 2024, 7:00AM","24"
"Josh Brownhill","BUR","M","Drop","katabe","","","Mon Feb 5, 2024, 2:28PM","24"
"Ezri Konsa","AVL","D","Drop","katabe","","","Mon Feb 5, 2024, 2:28PM","24"
"Vitinho","BUR","D","Drop","katabe","","","Mon Feb 5, 2024, 2:28PM","24"
"Diego Carlos","AVL","D","Drop","vu","","","Mon Feb 5, 2024, 2:01PM","24"
"Ryan Trevitt","BRF","M","Drop","vu","","","Mon Feb 5, 2024, 2:01PM","24"
"Max Alleyne","MCI","D","Drop","vu","","","Mon Feb 5, 2024, 2:01PM","24"
"Cody Gakpo","LIV","F","Claim","tj","","","Sun Feb 4, 2024, 8:22AM","23"
"Joseph Gomez","LIV","D","Drop","tj","","","Sun Feb 4, 2024, 8:22AM","23"
"Ryan Trevitt","BRF","M","Claim","vu","","","Sun Feb 4, 2024, 8:14AM","23"
"Emile Smith Rowe","ARS","M","Drop","vu","","","Sun Feb 4, 2024, 8:14AM","23"
"Frank Onyeka","BRF","M","Claim","ben","","","Sat Feb 3, 2024, 9:19AM","23"
"Emiliano Buendia","AVL","M","Drop","ben","","","Sat Feb 3, 2024, 9:19AM","23"
"Rico Henry","BRF","D","Claim","ben","","","Sat Feb 3, 2024, 9:15AM","23"
"Nathan Ake","MCI","D","Drop","ben","","","Sat Feb 3, 2024, 9:15AM","23"
"Emiliano Buendia","AVL","M","Claim","ben","","","Sat Feb 3, 2024, 9:10AM","23"
"Gustavo Hamer","SHU","M","Drop","ben","","","Sat Feb 3, 2024, 9:10AM","23"
"Manuel Akanji","MCI","D","Claim","ben","","","Sat Feb 3, 2024, 9:08AM","23"
"Sergi Canos","BRF","F","Drop","vu","","","Sat Feb 3, 2024, 6:43AM","23"
"David Raya","BRF/ARS","G","Drop","ben","","","Fri Feb 2, 2024, 7:07PM","23"
"Jacob Murphy","NEW","M","Claim","mg","1","1/99","Fri Feb 2, 2024, 5:49PM","23"
"Matheus Nunes","WOL/MCI","M","Drop","mg","","","Fri Feb 2, 2024, 5:49PM","23"
"Vitinho","BUR","D","Claim","katabe","","","Fri Feb 2, 2024, 4:54PM","23"
"Rico Lewis","MCI","D","Drop","katabe","","","Fri Feb 2, 2024, 4:54PM","23"
"Josh Brownhill","BUR","M","Claim","katabe","","","Fri Feb 2, 2024, 4:48PM","23"
"Vitaly Janelt","BRF","M","Drop","katabe","","","Fri Feb 2, 2024, 4:48PM","23"
"Matheus Nunes","WOL/MCI","M","Claim","mg","1","1/99","Fri Feb 2, 2024, 10:27AM","23"
"Sergi Canos","BRF","F","Claim","vu","","","Fri Feb 2, 2024, 9:53AM","23"
"Ryan Trevitt","BRF","M","Drop","vu","","","Fri Feb 2, 2024, 9:53AM","23"
"Vinicius de Souza Costa","SHU","M","Drop","mg","","","Fri Feb 2, 2024, 8:04AM","23"
"Vinicius de Souza Costa","SHU","M","Claim","mg","1","1/99","Fri Feb 2, 2024, 7:58AM","23"
"Daniel Munoz","CRY","D","Drop","mg","","","Fri Feb 2, 2024, 7:58AM","23"
"Daniel Munoz","CRY","D","Claim","mg","1","1/99","Fri Feb 2, 2024, 7:54AM","23"
"Jacob Murphy","NEW","M","Drop","mg","","","Fri Feb 2, 2024, 7:54AM","23"
"Bobby De Cordova-Reid","FUL","F","Claim","mg","1","1/99","Fri Feb 2, 2024, 7:47AM","23"
"Vladimir Coufal","WHU","D","Drop","mg","","","Fri Feb 2, 2024, 7:47AM","23"
"Ryan Trevitt","BRF","M","Claim","vu","","","Fri Feb 2, 2024, 7:39AM","23"
"Nicolas Dominguez","NOT","M","Drop","vu","","","Fri Feb 2, 2024, 7:39AM","23"
"Armando Broja","CHE/FUL","F","Claim","tj","","","Fri Feb 2, 2024, 7:28AM","23"
"Diego Carlos","AVL","D","Claim","vu","","","Fri Feb 2, 2024, 7:23AM","23"
"Ben Johnson","WHU","D","Drop","vu","","","Fri Feb 2, 2024, 7:23AM","23"
"Jacob Murphy","NEW","M","Claim","mg","1","1/99","Fri Feb 2, 2024, 7:21AM","23"
"Odsonne Edouard","CRY","F","Drop","mg","","","Fri Feb 2, 2024, 7:21AM","23"
"Max Alleyne","MCI","D","Claim","vu","","","Fri Feb 2, 2024, 7:13AM","23"
"Nelson Semedo","WOL","D","Drop","vu","","","Fri Feb 2, 2024, 7:13AM","23"
"Chiedozie Ogbene","LUT","F","Claim","mg","1","1/99","Fri Feb 2, 2024, 7:04AM","23"
"Chris Wood","NOT","F","Drop","mg","","","Fri Feb 2, 2024, 7:04AM","23"
"Craig Dawson","WOL","D","Claim","vu","","","Fri Feb 2, 2024, 7:02AM","23"
"Chris Richards","CRY","D","Drop","vu","","","Fri Feb 2, 2024, 7:02AM","23"
"Elijah Adebayo","LUT","F","Claim","katabe","","","Fri Feb 2, 2024, 7:00AM","23"
"Taiwo Awoniyi","NOT","F","Claim","vu","","","Fri Feb 2, 2024, 7:00AM","23"
"Noni Madueke","CHE","F","Drop","vu","","","Fri Feb 2, 2024, 7:00AM","23"
"Ben Johnson","WHU","D","Claim","vu","","","Thu Feb 1, 2024, 10:37AM","22"
"Danny Ings","WHU","F","Drop","vu","","","Thu Feb 1, 2024, 10:37AM","22"
"Curtis Jones","LIV","M","Claim","sean","","","Wed Jan 31, 2024, 11:17AM","22"
"Craig Dawson","WOL","D","Drop","sean","","","Wed Jan 31, 2024, 11:17AM","22"
"Rico Lewis","MCI","D","Claim","katabe","","","Wed Jan 31, 2024, 10:37AM","22"
"Ruben Dias","MCI","D","Drop","katabe","","","Wed Jan 31, 2024, 10:37AM","22"
"Jean-Philippe Mateta","CRY","F","Drop","katabe","","","Wed Jan 31, 2024, 9:30AM","23"
"Nelson Semedo","WOL","D","Claim","vu","","","Tue Jan 30, 2024, 1:40PM","22"
"Sergio Reguilon","TOT/MUN/BRF","D","Drop","vu","","","Tue Jan 30, 2024, 1:40PM","22"
"Raul Jimenez","FUL","F","Drop","tj","","","Tue Jan 30, 2024, 1:12PM","23"
"Chris Richards","CRY","D","Claim","vu","","","Tue Jan 30, 2024, 11:02AM","22"
"Nathaniel Clyne","CRY","D","Drop","vu","","","Tue Jan 30, 2024, 11:02AM","22"
"Emile Smith Rowe","ARS","M","Claim","vu","","","Tue Jan 30, 2024, 10:33AM","22"
"Kurt Zouma","WHU","D","Drop","vu","","","Tue Jan 30, 2024, 10:33AM","22"
"Nathaniel Clyne","CRY","D","Claim","vu","","","Tue Jan 30, 2024, 7:54AM","22"
"Logan Pye","MUN","D","Drop","vu","","","Tue Jan 30, 2024, 7:54AM","22"
"Simon Adingra","BHA","F","Claim","mg","1","1/99","Mon Jan 29, 2024, 3:58PM","22"
"Dean Henderson","MUN/CRY","G","Drop","mg","","","Mon Jan 29, 2024, 3:51PM","22"
"Vladimir Coufal","WHU","D","Claim","mg","1","1/99","Mon Jan 29, 2024, 10:32AM","22"
"Jack Hinshelwood","BHA","M","Drop","mg","","","Mon Jan 29, 2024, 10:32AM","22"
"Danny Ings","WHU","F","Claim","vu","","","Tue Jan 23, 2024, 4:33PM","22"
"Mykhailo Mudryk","CHE","M","Drop","vu","","","Tue Jan 23, 2024, 4:33PM","22"
"Dean Henderson","MUN/CRY","G","Claim","mg","1","1/99","Tue Jan 23, 2024, 11:11AM","22"
"Vladimir Coufal","WHU","D","Drop","mg","","","Tue Jan 23, 2024, 11:09AM","22"
"Chris Wood","NOT","F","Claim","mg","1","1/99","Tue Jan 23, 2024, 9:30AM","22"
"Giovani Lo Celso","TOT","M","Drop","mg","","","Tue Jan 23, 2024, 9:30AM","22"
"Marcos Senesi","BOU","D","Claim","tj","","","Tue Jan 23, 2024, 7:00AM","22"
"Jean-Philippe Mateta","CRY","F","Claim","katabe","","","Tue Jan 23, 2024, 7:00AM","22"
"Ben Mee","BRF","D","Claim","sean","","","Tue Jan 23, 2024, 7:00AM","22"
"Jamaal Lascelles","NEW","D","Drop","sean","","","Tue Jan 23, 2024, 7:00AM","22"
"Leandro Trossard","ARS","M","Claim","katabe","","","Tue Jan 23, 2024, 7:00AM","22"
"Giovani Lo Celso","TOT","M","Claim","mg","1","1/99","Mon Jan 22, 2024, 8:44PM","22"
"Elijah Adebayo","LUT","F","Drop","mg","","","Mon Jan 22, 2024, 8:39PM","22"
"Logan Pye","MUN","D","Claim","vu","","","Mon Jan 22, 2024, 4:06PM","22"
"Rayan Ait-Nouri","WOL","D","Drop","vu","","","Mon Jan 22, 2024, 4:06PM","22"
"Enzo Fernandez","CHE","M","Claim","katabe","","","Mon Jan 22, 2024, 2:28PM","22"
"Neal Maupay","EVE/BRF","F","Drop","katabe","","","Mon Jan 22, 2024, 2:23PM","22"
"Curtis Jones","LIV","M","Drop","tj","","","Mon Jan 22, 2024, 11:06AM","22"
"Curtis Jones","LIV","M","Claim","tj","","","Sun Jan 21, 2024, 7:42AM","21"
"Marcos Senesi","BOU","D","Drop","tj","","","Sun Jan 21, 2024, 7:42AM","21"
"Teden Mengi","MUN/LUT","D","Drop","katabe","","","Sat Jan 20, 2024, 1:00PM","22"
"Mario Lemina","WOL","M","Claim","katabe","","","Fri Jan 19, 2024, 9:11PM","21"
"Leandro Trossard","ARS","M","Drop","katabe","","","Fri Jan 19, 2024, 9:10PM","21"
"Harry Maguire","MUN","D","Drop","katabe","","","Fri Jan 19, 2024, 8:50PM","22"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","vu","","","Tue Jan 16, 2024, 8:49AM","22"
"Julio Enciso","BHA","F","Drop","vu","","","Tue Jan 16, 2024, 8:49AM","22"
"Rasmus Hojlund","MUN","F","Claim","tj","","","Tue Jan 16, 2024, 7:02AM","22"
"Lyle Foster","BUR","F","Drop","tj","","","Tue Jan 16, 2024, 7:02AM","22"
"Oscar Bobb","MCI","M","Claim","md","","","Tue Jan 16, 2024, 7:00AM","22"
"Christian Norgaard","BRF","M","Drop","md","","","Tue Jan 16, 2024, 7:00AM","22"
"Jack Hinshelwood","BHA","M","Claim","mg","1","1/99","Sun Jan 14, 2024, 10:37AM","21"
"Konstantinos Mavropanos","ARS/WHU","D","Drop","mg","","","Sun Jan 14, 2024, 10:34AM","21"
"Rayan Ait-Nouri","WOL","D","Claim","vu","","","Sat Jan 13, 2024, 6:43AM","21"
"Justin Hubner","WOL","D","Drop","vu","","","Sat Jan 13, 2024, 6:43AM","21"
"Justin Hubner","WOL","D","Claim","vu","","","Sat Jan 13, 2024, 6:42AM","21"
"Nelson Semedo","WOL","D","Drop","vu","","","Sat Jan 13, 2024, 6:42AM","21"
"Nicolas Dominguez","NOT","M","Claim","vu","","","Sat Jan 13, 2024, 6:41AM","21"
"Joelinton","NEW","M","Drop","vu","","","Sat Jan 13, 2024, 6:41AM","21"
"Lyle Foster","BUR","F","Claim","tj","","","Fri Jan 12, 2024, 11:14AM","21"
"Cody Gakpo","LIV","F","Drop","tj","","","Fri Jan 12, 2024, 11:14AM","21"
"Dara O'Shea","BUR","D","Claim","md","","","Fri Jan 12, 2024, 11:00AM","21"
"Robert Sanchez","CHE","G","Drop","md","","","Fri Jan 12, 2024, 11:00AM","21"
"Teden Mengi","MUN/LUT","D","Claim","katabe","","","Fri Jan 12, 2024, 8:10AM","21"
"Mario Lemina","WOL","M","Drop","katabe","","","Fri Jan 12, 2024, 8:09AM","21"
"Noni Madueke","CHE","F","Claim","vu","","","Fri Jan 12, 2024, 7:03AM","21"
"Giovani Lo Celso","TOT","M","Drop","vu","","","Fri Jan 12, 2024, 7:03AM","21"
"Timo Werner","CHE/TOT","F","Claim","sean","","","Fri Jan 12, 2024, 7:00AM","21"
"Noni Madueke","CHE","F","Drop","sean","","","Fri Jan 12, 2024, 7:00AM","21"
"Gustavo Hamer","SHU","M","Claim","ben","","","Fri Jan 12, 2024, 12:29AM","21"
"Scott McTominay","MUN","M","Drop","ben","","","Fri Jan 12, 2024, 12:29AM","21"
"Konstantinos Mavropanos","ARS/WHU","D","Claim","mg","1","1/99","Wed Jan 10, 2024, 10:04PM","21"
"Chris Wood","NOT","F","Drop","mg","","","Wed Jan 10, 2024, 10:04PM","21"
"Chris Wood","NOT","F","Claim","mg","1","1/99","Wed Jan 10, 2024, 11:40AM","21"
"Matt Turner","NOT","G","Drop","mg","","","Wed Jan 10, 2024, 11:40AM","21"
"Willian","FUL","F","Claim","ben","","","Tue Jan 9, 2024, 11:58PM","21"
"Diego Carlos","AVL","D","Drop","ben","","","Tue Jan 9, 2024, 11:58PM","21"
"Matt Turner","NOT","G","Claim","mg","1","1/99","Sun Jan 7, 2024, 2:28PM","21"
"Jose Sa","WOL","G","Drop","mg","","","Sun Jan 7, 2024, 2:28PM","21"
"Kurt Zouma","WHU","D","Claim","vu","","","Sun Jan 7, 2024, 6:25AM","21"
"Gonzalo Montiel","NOT","D","Drop","vu","","","Sun Jan 7, 2024, 6:25AM","21"
"Said Benrahma","WHU","M","Claim","sean","","","Fri Jan 5, 2024, 4:29PM","21"
"Joao Gomes","WOL","M","Drop","sean","","","Fri Jan 5, 2024, 4:29PM","21"
"Julio Enciso","BHA","F","Claim","vu","","","Fri Jan 5, 2024, 7:12AM","21"
"Nicolas Dominguez","NOT","M","Drop","vu","","","Fri Jan 5, 2024, 7:12AM","21"
"Ben Chilwell","CHE","D","Claim","vu","","","Fri Jan 5, 2024, 7:01AM","21"
"Vladimir Coufal","WHU","D","Claim","mg","1","1/99","Fri Jan 5, 2024, 7:00AM","21"
"Elijah Adebayo","LUT","F","Claim","mg","1","1/99","Wed Jan 3, 2024, 9:26AM","21"
"Neal Maupay","EVE/BRF","F","Claim","katabe","","","Wed Jan 3, 2024, 9:11AM","21"
"Philip Billing","BOU","M","Drop","katabe","","","Tue Jan 2, 2024, 4:10PM","21"
"Nathan Collins","BRF","D","Drop","mg","","","Tue Jan 2, 2024, 1:38PM","21"
"Simon Adingra","BHA","F","Drop","mg","","","Tue Jan 2, 2024, 1:38PM","21"
"Jose Sa","WOL","G","Claim","mg","1","1/99","Tue Jan 2, 2024, 11:51AM","21"
"Emerson","WHU","D","Claim","sean","","","Tue Jan 2, 2024, 10:53AM","20"
"Vladimir Coufal","WHU","D","Drop","sean","","","Tue Jan 2, 2024, 10:53AM","20"
"Ryan Christie","BOU","M","Drop","mg","","","Tue Jan 2, 2024, 7:27AM","21"
"Giovani Lo Celso","TOT","M","Claim","vu","","","Tue Jan 2, 2024, 7:16AM","21"
"Chris Wood","NOT","F","Drop","vu","","","Tue Jan 2, 2024, 7:16AM","21"
"Julio Enciso","BHA","F","Drop","vu","","","Tue Jan 2, 2024, 7:05AM","20"
"Nelson Semedo","WOL","D","Claim","vu","","","Tue Jan 2, 2024, 7:04AM","21"
"Julio Enciso","BHA","F","Claim","vu","","","Tue Jan 2, 2024, 7:02AM","20"
"Nicolas Dominguez","NOT","M","Claim","vu","","","Tue Jan 2, 2024, 7:02AM","21"
"Djordje Petrovic","CHE","G","Claim","vu","","","Tue Jan 2, 2024, 7:01AM","21"
"Raul Jimenez","FUL","F","Claim","tj","","","Tue Jan 2, 2024, 7:00AM","21"
"Jean-Philippe Mateta","CRY","F","Drop","tj","","","Tue Jan 2, 2024, 7:00AM","21"
"Noni Madueke","CHE","F","Claim","sean","","","Tue Jan 2, 2024, 7:00AM","21"
"Craig Dawson","WOL","D","Claim","sean","","","Tue Jan 2, 2024, 7:00AM","21"
"Rodrigo Bentancur","TOT","M","Claim","aj","","","Tue Jan 2, 2024, 7:00AM","21"
"Yves Bissouma","TOT","M","Drop","aj","","","Tue Jan 2, 2024, 7:00AM","21"
"Micky van de Ven","TOT","D","Claim","ben","","","Tue Jan 2, 2024, 7:00AM","21"
"Willian","FUL","F","Drop","ben","","","Tue Jan 2, 2024, 7:00AM","21"
"Wes Foderingham","SHU","G","Drop","vu","","","Mon Jan 1, 2024, 6:31PM","21"
"Konstantinos Tsimikas","LIV","D","Drop","vu","","","Mon Jan 1, 2024, 6:29PM","21"
"Rayan Ait-Nouri","WOL","D","Drop","vu","","","Mon Jan 1, 2024, 6:27PM","21"
"Andros Townsend","EVE/LUT","M","Drop","vu","","","Mon Jan 1, 2024, 6:25PM","21"
"Harry Wilson","FUL","M","Drop","sean","","","Mon Jan 1, 2024, 4:59PM","21"
"Lewis Miley","NEW","M","Drop","sean","","","Mon Jan 1, 2024, 4:58PM","21"
